2016-07-29 14:26:28,384 INFO Starting trading thread
2016-07-29 14:26:28,388 INFO Starting price streaming thread
2016-07-29 14:26:29,131 INFO Received new tick event: Type: TICK, Instrument: EURUSD, Time: 2016-07-29T12:26:22.218550Z, Bid: 1.11069, Ask: 1.11081
2016-07-29 14:26:29,135 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:26:02.337190Z, Bid: 1.31613, Ask: 1.31632
2016-07-29 14:26:29,135 INFO Received new signal event: Type: SIGNAL, Instrument: EURUSD, Order Type: market, Side: buy
2016-07-29 14:26:29,138 INFO Received new order event: Type: ORDER, Instrument: EURUSD, Units: 2000, Order Type: market, Side: buy
2016-07-29 14:26:32,093 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:26:31.978749Z, Bid: 1.31618, Ask: 1.31639
2016-07-29 14:26:32,288 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:26:32.140359Z, Bid: 1.31623, Ask: 1.31645
2016-07-29 14:26:32,392 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:26:32.249255Z, Bid: 1.31628, Ask: 1.31650
2016-07-29 14:26:34,975 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:26:34.803258Z, Bid: 1.31633, Ask: 1.31657
2016-07-29 14:26:35,980 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:26:35.823928Z, Bid: 1.31634, Ask: 1.31656
2016-07-29 14:26:37,114 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:26:36.843985Z, Bid: 1.31632, Ask: 1.31657
2016-07-29 14:26:46,972 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:26:46.861957Z, Bid: 1.31638, Ask: 1.31661
2016-07-29 14:26:48,573 INFO Received new tick event: Type: TICK, Instrument: EURUSD, Time: 2016-07-29T12:26:48.499830Z, Bid: 1.11071, Ask: 1.11085
2016-07-29 14:26:53,997 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:26:53.854770Z, Bid: 1.31644, Ask: 1.31668
2016-07-29 14:26:57,128 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:26:56.948030Z, Bid: 1.31650, Ask: 1.31672
2016-07-29 14:27:00,584 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:27:00.372128Z, Bid: 1.31654, Ask: 1.31678
2016-07-29 14:27:00,796 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:27:00.601078Z, Bid: 1.31660, Ask: 1.31683
2016-07-29 14:27:08,794 INFO Received new tick event: Type: TICK, Instrument: EURUSD, Time: 2016-07-29T12:27:08.670304Z, Bid: 1.11069, Ask: 1.11083
2016-07-29 14:27:18,682 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:27:18.522004Z, Bid: 1.31664, Ask: 1.31689
2016-07-29 14:27:23,681 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:27:23.575948Z, Bid: 1.31671, Ask: 1.31694
2016-07-29 14:27:30,084 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:27:29.935181Z, Bid: 1.31676, Ask: 1.31700
2016-07-29 14:27:35,517 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:27:35.345622Z, Bid: 1.31669, Ask: 1.31695
2016-07-29 14:27:38,548 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:27:38.341572Z, Bid: 1.31665, Ask: 1.31688
2016-07-29 14:27:38,556 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:27:38.348552Z, Bid: 1.31658, Ask: 1.31684
2016-07-29 14:27:39,309 INFO Received new tick event: Type: TICK, Instrument: EURUSD, Time: 2016-07-29T12:27:39.135271Z, Bid: 1.11072, Ask: 1.11086
2016-07-29 14:27:43,765 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:27:43.545731Z, Bid: 1.31655, Ask: 1.31676
2016-07-29 14:27:44,813 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:27:44.641474Z, Bid: 1.31660, Ask: 1.31681
2016-07-29 14:27:47,233 INFO Received new tick event: Type: TICK, Instrument: EURUSD, Time: 2016-07-29T12:27:47.086854Z, Bid: 1.11070, Ask: 1.11083
2016-07-29 14:27:47,688 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:27:47.541974Z, Bid: 1.31653, Ask: 1.31676
2016-07-29 14:27:47,694 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:27:47.568012Z, Bid: 1.31646, Ask: 1.31671
2016-07-29 14:27:53,043 INFO Received new tick event: Type: TICK, Instrument: EURUSD, Time: 2016-07-29T12:27:52.820928Z, Bid: 1.11067, Ask: 1.11081
2016-07-29 14:27:53,044 INFO Received new signal event: Type: SIGNAL, Instrument: EURUSD, Order Type: market, Side: sell
2016-07-29 14:27:53,045 INFO Received new order event: Type: ORDER, Instrument: EURUSD, Units: 2000, Order Type: market, Side: sell
2016-07-29 14:27:55,868 INFO Received new tick event: Type: TICK, Instrument: EURUSD, Time: 2016-07-29T12:27:55.646937Z, Bid: 1.11070, Ask: 1.11085
2016-07-29 14:27:56,024 INFO Received new tick event: Type: TICK, Instrument: EURUSD, Time: 2016-07-29T12:27:55.919145Z, Bid: 1.11069, Ask: 1.11081
2016-07-29 14:28:02,442 INFO Received new tick event: Type: TICK, Instrument: EURUSD, Time: 2016-07-29T12:28:02.313089Z, Bid: 1.11065, Ask: 1.11079
2016-07-29 14:28:08,714 INFO Received new tick event: Type: TICK, Instrument: EURUSD, Time: 2016-07-29T12:28:08.625007Z, Bid: 1.11063, Ask: 1.11076
2016-07-29 14:28:09,001 INFO Received new tick event: Type: TICK, Instrument: EURUSD, Time: 2016-07-29T12:28:08.668969Z, Bid: 1.11059, Ask: 1.11075
2016-07-29 14:28:09,002 INFO Received new signal event: Type: SIGNAL, Instrument: EURUSD, Order Type: market, Side: buy
2016-07-29 14:28:09,002 INFO Received new order event: Type: ORDER, Instrument: EURUSD, Units: 2000, Order Type: market, Side: buy
2016-07-29 14:28:09,130 INFO Received new tick event: Type: TICK, Instrument: EURUSD, Time: 2016-07-29T12:28:08.819489Z, Bid: 1.11058, Ask: 1.11071
2016-07-29 14:28:12,508 INFO Received new tick event: Type: TICK, Instrument: EURUSD, Time: 2016-07-29T12:28:12.416820Z, Bid: 1.11061, Ask: 1.11074
2016-07-29 14:28:12,601 INFO Received new tick event: Type: TICK, Instrument: EURUSD, Time: 2016-07-29T12:28:12.478852Z, Bid: 1.11065, Ask: 1.11078
2016-07-29 14:28:14,370 INFO Received new tick event: Type: TICK, Instrument: EURUSD, Time: 2016-07-29T12:28:14.170169Z, Bid: 1.11062, Ask: 1.11075
2016-07-29 14:28:14,375 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:28:14.176569Z, Bid: 1.31648, Ask: 1.31669
2016-07-29 14:28:14,432 INFO Received new tick event: Type: TICK, Instrument: EURUSD, Time: 2016-07-29T12:28:14.263269Z, Bid: 1.11059, Ask: 1.11072
2016-07-29 14:28:14,442 INFO Received new tick event: Type: TICK, Instrument: GBPUSD, Time: 2016-07-29T12:28:14.244239Z, Bid: 1.31646, Ask: 1.31671
